fe.id,fe.channel,fe.data,detector.id,detector.plane,detector.segment,detector.channel,detector.data
0xc0a802a2,92,0,bdc,X,1,49,0
0xc0a802a2,94,0,bdc,X,1,50,0
0xc0a802a2,95,0,bdc,X,1,51,0
0xc0a802a2,93,0,bdc,X,1,52,0
0xc0a802a2,91,0,bdc,X,1,53,0
0xc0a802a2,89,0,bdc,X,1,54,0
0xc0a802a2,120,0,bdc,X,1,55,0
0xc0a802a2,122,0,bdc,X,1,56,0
0xc0a802a2,124,0,bdc,X,1,57,0
0xc0a802a2,126,0,bdc,X,1,58,0
0xc0a802a2,127,0,bdc,X,1,59,0
0xc0a802a2,125,0,bdc,X,1,60,0
0xc0a802a2,123,0,bdc,X,1,61,0
0xc0a802a2,121,0,bdc,X,1,62,0
0xc0a802a3,24,0,bdc,X,1,63,0
0xc0a802a3,26,0,bdc,X,1,64,0
0xc0a802a3,28,0,bdc,X,1,65,0
0xc0a802a3,30,0,bdc,X,1,66,0
0xc0a802a3,31,0,bdc,X,1,67,0
0xc0a802a3,29,0,bdc,X,1,68,0
0xc0a802a3,27,0,bdc,X,1,69,0
0xc0a802a3,25,0,bdc,X,1,70,0
0xc0a802a3,56,0,bdc,X,1,71,0
0xc0a802a3,58,0,bdc,X,1,72,0
0xc0a802a3,60,0,bdc,X,1,73,0
0xc0a802a3,62,0,bdc,X,1,74,0
0xc0a802a3,63,0,bdc,X,1,75,0
0xc0a802a3,61,0,bdc,X,1,76,0
0xc0a802a3,59,0,bdc,X,1,77,0
0xc0a802a3,57,0,bdc,X,1,78,0
0xc0a802a3,88,0,bdc,X,1,79,0
0xc0a802a3,90,0,bdc,X,1,80,0
0xc0a802a3,92,0,bdc,X,1,81,0
0xc0a802a3,94,0,bdc,X,1,82,0
0xc0a802a3,95,0,bdc,X,1,83,0
0xc0a802a3,93,0,bdc,X,1,84,0
0xc0a802a3,91,0,bdc,X,1,85,0
0xc0a802a3,89,0,bdc,X,1,86,0
0xc0a802a3,120,0,bdc,X,1,87,0
0xc0a802a3,122,0,bdc,X,1,88,0
0xc0a802a3,124,0,bdc,X,1,89,0
0xc0a802a3,126,0,bdc,X,1,90,0
0xc0a802a3,127,0,bdc,X,1,91,0
0xc0a802a3,125,0,bdc,X,1,92,0
0xc0a802a3,123,0,bdc,X,1,93,0
0xc0a802a3,121,0,bdc,X,1,94,0
0xc0a802a4,24,0,bdc,X,1,95,0
0xc0a802a4,26,0,bdc,X,1,96,0
0xc0a802a4,28,0,bdc,X,1,97,0
0xc0a802a4,30,0,bdc,X,1,98,0
0xc0a802a4,31,0,bdc,X,1,99,0
0xc0a802a4,29,0,bdc,X,1,100,0
0xc0a802a4,27,0,bdc,X,1,101,0
0xc0a802a4,25,0,bdc,X,1,102,0
0xc0a802a4,56,0,bdc,X,1,103,0
0xc0a802a4,58,0,bdc,X,1,104,0
0xc0a802a4,60,0,bdc,X,1,105,0
0xc0a802a4,62,0,bdc,X,1,106,0
0xc0a802a4,63,0,bdc,X,1,107,0
0xc0a802a4,61,0,bdc,X,1,108,0
0xc0a802a4,59,0,bdc,X,1,109,0
0xc0a802a4,57,0,bdc,X,1,110,0
0xc0a802a4,88,0,bdc,X,1,111,0
0xc0a802a4,90,0,bdc,X,1,112,0
0xc0a802a4,92,0,bdc,X,1,113,0
0xc0a802a4,94,0,bdc,X,1,114,0
0xc0a802a4,95,0,bdc,X,1,115,0
0xc0a802a1,18,0,bdc,Xp,1,116,0
0xc0a802a1,20,0,bdc,Xp,1,117,0
0xc0a802a1,22,0,bdc,Xp,1,118,0
0xc0a802a1,23,0,bdc,Xp,1,119,0
0xc0a802a1,21,0,bdc,Xp,1,120,0
0xc0a802a1,19,0,bdc,Xp,1,121,0
0xc0a802a1,17,0,bdc,Xp,1,122,0
0xc0a802a1,48,0,bdc,Xp,1,123,0
0xc0a802a1,50,0,bdc,Xp,1,124,0
0xc0a802a1,52,0,bdc,Xp,1,125,0
0xc0a802a1,54,0,bdc,Xp,1,126,0
0xc0a802a1,55,0,bdc,Xp,1,127,0
0xc0a802a1,53,0,bdc,Xp,1,128,0
0xc0a802a1,51,0,bdc,Xp,1,129,0
0xc0a802a1,49,0,bdc,Xp,1,130,0
0xc0a802a1,80,0,bdc,Xp,1,131,0
0xc0a802a1,82,0,bdc,Xp,1,132,0
0xc0a802a1,84,0,bdc,Xp,1,133,0
0xc0a802a1,86,0,bdc,Xp,1,134,0
0xc0a802a1,87,0,bdc,Xp,1,135,0
0xc0a802a1,85,0,bdc,Xp,1,136,0
0xc0a802a1,83,0,bdc,Xp,1,137,0
0xc0a802a1,81,0,bdc,Xp,1,138,0
0xc0a802a1,112,0,bdc,Xp,1,139,0
0xc0a802a1,114,0,bdc,Xp,1,140,0
0xc0a802a1,116,0,bdc,Xp,1,141,0
0xc0a802a1,118,0,bdc,Xp,1,142,0
0xc0a802a1,119,0,bdc,Xp,1,143,0
0xc0a802a1,117,0,bdc,Xp,1,144,0
0xc0a802a1,115,0,bdc,Xp,1,145,0
0xc0a802a1,113,0,bdc,Xp,1,146,0
0xc0a802a2,16,0,bdc,Xp,1,147,0
0xc0a802a2,18,0,bdc,Xp,1,148,0
0xc0a802a2,20,0,bdc,Xp,1,149,0
0xc0a802a2,22,0,bdc,Xp,1,150,0
0xc0a802a2,23,0,bdc,Xp,1,151,0
0xc0a802a2,21,0,bdc,Xp,1,152,0
0xc0a802a2,19,0,bdc,Xp,1,153,0
0xc0a802a2,17,0,bdc,Xp,1,154,0
0xc0a802a2,48,0,bdc,Xp,1,155,0
0xc0a802a2,50,0,bdc,Xp,1,156,0
0xc0a802a2,52,0,bdc,Xp,1,157,0
0xc0a802a2,54,0,bdc,Xp,1,158,0
0xc0a802a2,55,0,bdc,Xp,1,159,0
0xc0a802a2,53,0,bdc,Xp,1,160,0
0xc0a802a2,51,0,bdc,Xp,1,161,0
0xc0a802a2,49,0,bdc,Xp,1,162,0
0xc0a802a2,80,0,bdc,Xp,1,163,0
0xc0a802a2,82,0,bdc,Xp,1,164,0
0xc0a802a2,84,0,bdc,Xp,1,165,0
0xc0a802a2,86,0,bdc,Xp,1,166,0
0xc0a802a2,87,0,bdc,Xp,1,167,0
0xc0a802a2,85,0,bdc,Xp,1,168,0
0xc0a802a2,83,0,bdc,Xp,1,169,0
0xc0a802a2,81,0,bdc,Xp,1,170,0
0xc0a802a2,112,0,bdc,Xp,1,171,0
0xc0a802a2,114,0,bdc,Xp,1,172,0
0xc0a802a2,116,0,bdc,Xp,1,173,0
0xc0a802a2,118,0,bdc,Xp,1,174,0
0xc0a802a2,119,0,bdc,Xp,1,175,0
0xc0a802a2,117,0,bdc,Xp,1,176,0
0xc0a802a2,115,0,bdc,Xp,1,177,0
0xc0a802a2,113,0,bdc,Xp,1,178,0
0xc0a802a3,16,0,bdc,Xp,1,179,0
0xc0a802a3,18,0,bdc,Xp,1,180,0
0xc0a802a3,20,0,bdc,Xp,1,181,0
0xc0a802a3,22,0,bdc,Xp,1,182,0
0xc0a802a3,23,0,bdc,Xp,1,183,0
0xc0a802a3,21,0,bdc,Xp,1,184,0
0xc0a802a3,19,0,bdc,Xp,1,185,0
0xc0a802a3,17,0,bdc,Xp,1,186,0
0xc0a802a3,48,0,bdc,Xp,1,187,0
0xc0a802a3,50,0,bdc,Xp,1,188,0
0xc0a802a3,52,0,bdc,Xp,1,189,0
0xc0a802a3,54,0,bdc,Xp,1,190,0
0xc0a802a3,55,0,bdc,Xp,1,191,0
0xc0a802a3,53,0,bdc,Xp,1,192,0
0xc0a802a3,51,0,bdc,Xp,1,193,0
0xc0a802a3,49,0,bdc,Xp,1,194,0
0xc0a802a3,80,0,bdc,Xp,1,195,0
0xc0a802a3,82,0,bdc,Xp,1,196,0
0xc0a802a3,84,0,bdc,Xp,1,197,0
0xc0a802a3,86,0,bdc,Xp,1,198,0
0xc0a802a3,87,0,bdc,Xp,1,199,0
0xc0a802a3,85,0,bdc,Xp,1,200,0
0xc0a802a3,83,0,bdc,Xp,1,201,0
0xc0a802a3,81,0,bdc,Xp,1,202,0
0xc0a802a3,112,0,bdc,Xp,1,203,0
0xc0a802a3,114,0,bdc,Xp,1,204,0
0xc0a802a3,116,0,bdc,Xp,1,205,0
0xc0a802a3,118,0,bdc,Xp,1,206,0
0xc0a802a3,119,0,bdc,Xp,1,207,0
0xc0a802a3,117,0,bdc,Xp,1,208,0
0xc0a802a3,115,0,bdc,Xp,1,209,0
0xc0a802a3,113,0,bdc,Xp,1,210,0
0xc0a802a4,16,0,bdc,Xp,1,211,0
0xc0a802a4,18,0,bdc,Xp,1,212,0
0xc0a802a4,20,0,bdc,Xp,1,213,0
0xc0a802a4,22,0,bdc,Xp,1,214,0
0xc0a802a4,23,0,bdc,Xp,1,215,0
0xc0a802a4,21,0,bdc,Xp,1,216,0
0xc0a802a4,19,0,bdc,Xp,1,217,0
0xc0a802a4,17,0,bdc,Xp,1,218,0
0xc0a802a4,48,0,bdc,Xp,1,219,0
0xc0a802a4,50,0,bdc,Xp,1,220,0
0xc0a802a4,52,0,bdc,Xp,1,221,0
0xc0a802a4,54,0,bdc,Xp,1,222,0
0xc0a802a4,55,0,bdc,Xp,1,223,0
0xc0a802a4,53,0,bdc,Xp,1,224,0
0xc0a802a4,51,0,bdc,Xp,1,225,0
0xc0a802a4,49,0,bdc,Xp,1,226,0
0xc0a802a4,80,0,bdc,Xp,1,227,0
0xc0a802a4,82,0,bdc,Xp,1,228,0
0xc0a802a4,84,0,bdc,Xp,1,229,0
0xc0a802a4,86,0,bdc,Xp,1,230,0
0xc0a802a4,87,0,bdc,Xp,1,231,0
0xc0a802a1,12,0,bdc,U,1,232,0
0xc0a802a1,14,0,bdc,U,1,233,0
0xc0a802a1,9,0,bdc,U,1,234,0
0xc0a802a1,11,0,bdc,U,1,235,0
0xc0a802a1,13,0,bdc,U,1,236,0
0xc0a802a1,15,0,bdc,U,1,237,0
0xc0a802a1,40,0,bdc,U,1,238,0
0xc0a802a1,42,0,bdc,U,1,239,0
0xc0a802a1,44,0,bdc,U,1,240,0
0xc0a802a1,46,0,bdc,U,1,241,0
0xc0a802a1,41,0,bdc,U,1,242,0
0xc0a802a1,43,0,bdc,U,1,243,0
0xc0a802a1,45,0,bdc,U,1,244,0
0xc0a802a1,47,0,bdc,U,1,245,0
0xc0a802a1,72,0,bdc,U,1,246,0
0xc0a802a1,74,0,bdc,U,1,247,0
0xc0a802a1,76,0,bdc,U,1,248,0
0xc0a802a1,78,0,bdc,U,1,249,0
0xc0a802a1,73,0,bdc,U,1,250,0
0xc0a802a1,75,0,bdc,U,1,251,0
0xc0a802a1,77,0,bdc,U,1,252,0
0xc0a802a1,79,0,bdc,U,1,253,0
0xc0a802a1,104,0,bdc,U,1,254,0
0xc0a802a1,106,0,bdc,U,1,255,0
0xc0a802a1,108,0,bdc,U,1,256,0
0xc0a802a1,110,0,bdc,U,1,257,0
0xc0a802a1,105,0,bdc,U,1,258,0
0xc0a802a1,107,0,bdc,U,1,259,0
0xc0a802a1,109,0,bdc,U,1,260,0
0xc0a802a1,111,0,bdc,U,1,261,0
0xc0a802a2,8,0,bdc,U,1,262,0
0xc0a802a2,10,0,bdc,U,1,263,0
0xc0a802a2,12,0,bdc,U,1,264,0
0xc0a802a2,14,0,bdc,U,1,265,0
0xc0a802a2,9,0,bdc,U,1,266,0
0xc0a802a2,11,0,bdc,U,1,267,0
0xc0a802a2,13,0,bdc,U,1,268,0
0xc0a802a2,15,0,bdc,U,1,269,0
0xc0a802a2,40,0,bdc,U,1,270,0
0xc0a802a2,42,0,bdc,U,1,271,0
0xc0a802a2,44,0,bdc,U,1,272,0
0xc0a802a2,46,0,bdc,U,1,273,0
0xc0a802a2,41,0,bdc,U,1,274,0
0xc0a802a2,43,0,bdc,U,1,275,0
0xc0a802a2,45,0,bdc,U,1,276,0
0xc0a802a2,47,0,bdc,U,1,277,0
0xc0a802a2,72,0,bdc,U,1,278,0
0xc0a802a2,74,0,bdc,U,1,279,0
0xc0a802a2,76,0,bdc,U,1,280,0
0xc0a802a2,78,0,bdc,U,1,281,0
0xc0a802a2,73,0,bdc,U,1,282,0
0xc0a802a2,75,0,bdc,U,1,283,0
0xc0a802a2,77,0,bdc,U,1,284,0
0xc0a802a2,79,0,bdc,U,1,285,0
0xc0a802a2,104,0,bdc,U,1,286,0
0xc0a802a2,106,0,bdc,U,1,287,0
0xc0a802a2,108,0,bdc,U,1,288,0
0xc0a802a2,110,0,bdc,U,1,289,0
0xc0a802a2,105,0,bdc,U,1,290,0
0xc0a802a2,107,0,bdc,U,1,291,0
0xc0a802a2,109,0,bdc,U,1,292,0
0xc0a802a2,111,0,bdc,U,1,293,0
0xc0a802a3,8,0,bdc,U,1,294,0
0xc0a802a3,10,0,bdc,U,1,295,0
0xc0a802a3,12,0,bdc,U,1,296,0
0xc0a802a3,14,0,bdc,U,1,297,0
0xc0a802a3,9,0,bdc,U,1,298,0
0xc0a802a3,11,0,bdc,U,1,299,0
0xc0a802a3,13,0,bdc,U,1,300,0
0xc0a802a3,15,0,bdc,U,1,301,0
0xc0a802a3,40,0,bdc,U,1,302,0
0xc0a802a3,42,0,bdc,U,1,303,0
0xc0a802a3,44,0,bdc,U,1,304,0
0xc0a802a3,46,0,bdc,U,1,305,0
0xc0a802a3,41,0,bdc,U,1,306,0
0xc0a802a3,43,0,bdc,U,1,307,0
0xc0a802a3,45,0,bdc,U,1,308,0
0xc0a802a3,47,0,bdc,U,1,309,0
0xc0a802a3,72,0,bdc,U,1,310,0
0xc0a802a3,74,0,bdc,U,1,311,0
0xc0a802a3,76,0,bdc,U,1,312,0
0xc0a802a3,78,0,bdc,U,1,313,0
0xc0a802a3,73,0,bdc,U,1,314,0
0xc0a802a3,75,0,bdc,U,1,315,0
0xc0a802a3,77,0,bdc,U,1,316,0
0xc0a802a3,79,0,bdc,U,1,317,0
0xc0a802a3,104,0,bdc,U,1,318,0
0xc0a802a3,106,0,bdc,U,1,319,0
0xc0a802a3,108,0,bdc,U,1,320,0
0xc0a802a3,110,0,bdc,U,1,321,0
0xc0a802a3,105,0,bdc,U,1,322,0
0xc0a802a3,107,0,bdc,U,1,323,0
0xc0a802a3,109,0,bdc,U,1,324,0
0xc0a802a3,111,0,bdc,U,1,325,0
0xc0a802a4,8,0,bdc,U,1,326,0
0xc0a802a4,10,0,bdc,U,1,327,0
0xc0a802a4,12,0,bdc,U,1,328,0
0xc0a802a4,14,0,bdc,U,1,329,0
0xc0a802a4,9,0,bdc,U,1,330,0
0xc0a802a4,11,0,bdc,U,1,331,0
0xc0a802a4,13,0,bdc,U,1,332,0
0xc0a802a4,15,0,bdc,U,1,333,0
0xc0a802a4,40,0,bdc,U,1,334,0
0xc0a802a4,42,0,bdc,U,1,335,0
0xc0a802a4,44,0,bdc,U,1,336,0
0xc0a802a4,46,0,bdc,U,1,337,0
0xc0a802a4,41,0,bdc,U,1,338,0
0xc0a802a4,43,0,bdc,U,1,339,0
0xc0a802a4,45,0,bdc,U,1,340,0
0xc0a802a1,7,0,bdc,V,1,341,0
0xc0a802a1,38,0,bdc,V,1,342,0
0xc0a802a1,36,0,bdc,V,1,343,0
0xc0a802a1,34,0,bdc,V,1,344,0
0xc0a802a1,32,0,bdc,V,1,345,0
0xc0a802a1,33,0,bdc,V,1,346,0
0xc0a802a1,35,0,bdc,V,1,347,0
0xc0a802a1,37,0,bdc,V,1,348,0
0xc0a802a1,39,0,bdc,V,1,349,0
0xc0a802a1,70,0,bdc,V,1,350,0
0xc0a802a1,68,0,bdc,V,1,351,0
0xc0a802a1,66,0,bdc,V,1,352,0
0xc0a802a1,64,0,bdc,V,1,353,0
0xc0a802a1,65,0,bdc,V,1,354,0
0xc0a802a1,67,0,bdc,V,1,355,0
0xc0a802a1,69,0,bdc,V,1,356,0
0xc0a802a1,71,0,bdc,V,1,357,0
0xc0a802a1,102,0,bdc,V,1,358,0
0xc0a802a1,100,0,bdc,V,1,359,0
0xc0a802a1,98,0,bdc,V,1,360,0
0xc0a802a1,96,0,bdc,V,1,361,0
0xc0a802a1,97,0,bdc,V,1,362,0
0xc0a802a1,99,0,bdc,V,1,363,0
0xc0a802a1,101,0,bdc,V,1,364,0
0xc0a802a1,103,0,bdc,V,1,365,0
0xc0a802a2,6,0,bdc,V,1,366,0
0xc0a802a2,4,0,bdc,V,1,367,0
0xc0a802a2,2,0,bdc,V,1,368,0
0xc0a802a2,0,0,bdc,V,1,369,0
0xc0a802a2,1,0,bdc,V,1,370,0
0xc0a802a2,3,0,bdc,V,1,371,0
0xc0a802a2,5,0,bdc,V,1,372,0
0xc0a802a2,7,0,bdc,V,1,373,0
0xc0a802a2,38,0,bdc,V,1,374,0
0xc0a802a2,36,0,bdc,V,1,375,0
0xc0a802a2,34,0,bdc,V,1,376,0
0xc0a802a2,32,0,bdc,V,1,377,0
0xc0a802a2,33,0,bdc,V,1,378,0
0xc0a802a2,35,0,bdc,V,1,379,0
0xc0a802a2,37,0,bdc,V,1,380,0
0xc0a802a2,39,0,bdc,V,1,381,0
0xc0a802a2,70,0,bdc,V,1,382,0
0xc0a802a2,68,0,bdc,V,1,383,0
0xc0a802a2,66,0,bdc,V,1,384,0
0xc0a802a2,64,0,bdc,V,1,385,0
0xc0a802a2,65,0,bdc,V,1,386,0
0xc0a802a2,67,0,bdc,V,1,387,0
0xc0a802a2,69,0,bdc,V,1,388,0
0xc0a802a2,71,0,bdc,V,1,389,0
0xc0a802a2,102,0,bdc,V,1,390,0
0xc0a802a2,100,0,bdc,V,1,391,0
0xc0a802a2,98,0,bdc,V,1,392,0
0xc0a802a2,96,0,bdc,V,1,393,0
0xc0a802a2,97,0,bdc,V,1,394,0
0xc0a802a2,99,0,bdc,V,1,395,0
0xc0a802a2,101,0,bdc,V,1,396,0
0xc0a802a2,103,0,bdc,V,1,397,0
0xc0a802a3,6,0,bdc,V,1,398,0
0xc0a802a3,4,0,bdc,V,1,399,0
0xc0a802a3,2,0,bdc,V,1,400,0
0xc0a802a3,0,0,bdc,V,1,401,0
0xc0a802a3,1,0,bdc,V,1,402,0
0xc0a802a3,3,0,bdc,V,1,403,0
0xc0a802a3,5,0,bdc,V,1,404,0
0xc0a802a3,7,0,bdc,V,1,405,0
0xc0a802a3,38,0,bdc,V,1,406,0
0xc0a802a3,36,0,bdc,V,1,407,0
0xc0a802a3,34,0,bdc,V,1,408,0
0xc0a802a3,32,0,bdc,V,1,409,0
0xc0a802a3,33,0,bdc,V,1,410,0
0xc0a802a3,35,0,bdc,V,1,411,0
0xc0a802a3,37,0,bdc,V,1,412,0
0xc0a802a3,39,0,bdc,V,1,413,0
0xc0a802a3,70,0,bdc,V,1,414,0
0xc0a802a3,68,0,bdc,V,1,415,0
0xc0a802a3,66,0,bdc,V,1,416,0
0xc0a802a3,64,0,bdc,V,1,417,0
0xc0a802a3,65,0,bdc,V,1,418,0
0xc0a802a3,67,0,bdc,V,1,419,0
0xc0a802a3,69,0,bdc,V,1,420,0
0xc0a802a3,71,0,bdc,V,1,421,0
0xc0a802a3,102,0,bdc,V,1,422,0
0xc0a802a3,100,0,bdc,V,1,423,0
0xc0a802a3,98,0,bdc,V,1,424,0
0xc0a802a3,96,0,bdc,V,1,425,0
0xc0a802a3,97,0,bdc,V,1,426,0
0xc0a802a3,99,0,bdc,V,1,427,0
0xc0a802a3,101,0,bdc,V,1,428,0
0xc0a802a3,103,0,bdc,V,1,429,0
0xc0a802a4,6,0,bdc,V,1,430,0
0xc0a802a4,4,0,bdc,V,1,431,0
0xc0a802a4,2,0,bdc,V,1,432,0
0xc0a802a4,0,0,bdc,V,1,433,0
0xc0a802a4,1,0,bdc,V,1,434,0
0xc0a802a4,3,0,bdc,V,1,435,0
0xc0a802a4,5,0,bdc,V,1,436,0
0xc0a802a4,7,0,bdc,V,1,437,0
0xc0a802a4,38,0,bdc,V,1,438,0
0xc0a802a4,36,0,bdc,V,1,439,0
0xc0a802a4,34,0,bdc,V,1,440,0
0xc0a802a4,32,0,bdc,V,1,441,0
0xc0a802a4,33,0,bdc,V,1,442,0
0xc0a802a4,35,0,bdc,V,1,443,0
0xc0a802a4,37,0,bdc,V,1,444,0
0xc0a802a4,39,0,bdc,V,1,445,0
0xc0a802a4,70,0,bdc,V,1,446,0
0xc0a802a4,68,0,bdc,V,1,447,0
0xc0a802a4,66,0,bdc,V,1,448,0
0xc0a802a4,64,0,bdc,V,1,449,0
0xc0a802a5,26,0,bdc,X,2,0,0
0xc0a802a5,28,0,bdc,X,2,1,0
0xc0a802a5,30,0,bdc,X,2,2,0
0xc0a802a5,31,0,bdc,X,2,3,0
0xc0a802a5,29,0,bdc,X,2,4,0
0xc0a802a5,27,0,bdc,X,2,5,0
0xc0a802a5,25,0,bdc,X,2,6,0
0xc0a802a5,56,0,bdc,X,2,7,0
0xc0a802a5,58,0,bdc,X,2,8,0
0xc0a802a5,60,0,bdc,X,2,9,0
0xc0a802a5,62,0,bdc,X,2,10,0
0xc0a802a5,63,0,bdc,X,2,11,0
0xc0a802a5,61,0,bdc,X,2,12,0
0xc0a802a5,59,0,bdc,X,2,13,0
0xc0a802a5,57,0,bdc,X,2,14,0
0xc0a802a5,88,0,bdc,X,2,15,0
0xc0a802a5,90,0,bdc,X,2,16,0
0xc0a802a5,92,0,bdc,X,2,17,0
0xc0a802a5,94,0,bdc,X,2,18,0
0xc0a802a5,95,0,bdc,X,2,19,0
0xc0a802a5,93,0,bdc,X,2,20,0
0xc0a802a5,91,0,bdc,X,2,21,0
0xc0a802a5,89,0,bdc,X,2,22,0
0xc0a802a5,120,0,bdc,X,2,23,0
0xc0a802a5,122,0,bdc,X,2,24,0
0xc0a802a5,124,0,bdc,X,2,25,0
0xc0a802a5,126,0,bdc,X,2,26,0
0xc0a802a5,127,0,bdc,X,2,27,0
0xc0a802a5,125,0,bdc,X,2,28,0
0xc0a802a5,123,0,bdc,X,2,29,0
0xc0a802a5,121,0,bdc,X,2,30,0
0xc0a802a6,24,0,bdc,X,2,31,0
0xc0a802a6,26,0,bdc,X,2,32,0
0xc0a802a6,28,0,bdc,X,2,33,0
0xc0a802a6,30,0,bdc,X,2,34,0
0xc0a802a6,31,0,bdc,X,2,35,0
0xc0a802a6,29,0,bdc,X,2,36,0
0xc0a802a6,27,0,bdc,X,2,37,0
0xc0a802a6,25,0,bdc,X,2,38,0
0xc0a802a6,56,0,bdc,X,2,39,0
0xc0a802a6,58,0,bdc,X,2,40,0
0xc0a802a6,60,0,bdc,X,2,41,0
0xc0a802a6,62,0,bdc,X,2,42,0
0xc0a802a6,63,0,bdc,X,2,43,0
0xc0a802a6,61,0,bdc,X,2,44,0
0xc0a802a6,59,0,bdc,X,2,45,0
0xc0a802a6,57,0,bdc,X,2,46,0
0xc0a802a6,88,0,bdc,X,2,47,0
0xc0a802a6,90,0,bdc,X,2,48,0
0xc0a802a6,92,0,bdc,X,2,49,0
0xc0a802a6,94,0,bdc,X,2,50,0
0xc0a802a6,95,0,bdc,X,2,51,0
